Local time in Guelmim,T,P0,P,U,DD,Ff,ff10,WW,W'W',c,VV,Td,,Tsi,Posi,Psi,Pasi,Usi,Ddsi,Ffsi,Nsi,Wwsi,W1si,W2si,Tnsi,Txsi,Clsi,Nhsi,His,Cmsi,Chsi,Vvsi,Tdsi,RRRsi,tRsi,Esi,Tgsi,E'si,ssssi
10/31/15 13:00,24,733.9,759.7,44,Wind blowing from the north,6,,,,Few clouds (10-30%) 480 m,10.0 and more,11,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/31/15 14:00,24,733.9,759.7,44,Wind blowing from the north,6,,,,Few clouds (10-30%) 480 m,10.0 and more,11,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/31/15 15:00,24,733.2,759,44,Wind blowing from the north,6,,,,Few clouds (10-30%) 480 m,10.0 and more,11,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/31/15 16:00,23,733.1,759,50,Wind blowing from the north,7,,,,Few clouds (10-30%) 480 m,10.0 and more,12,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/31/15 17:00,23,733.1,759,50,Wind blowing from the north,7,,,,Few clouds (10-30%) 480 m,10.0 and more,12,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/31/15 18:00,20,733.5,759.7,69,Wind blowing from the north,6,,,,Few clouds (10-30%) 480 m,10.0 and more,14,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/1/15 6:00,15,734.5,761.2,100,Wind blowing from the north,5,,,,"Few clouds (10-30%) 180 m, broken clouds (60-90%) 480 m",8,15,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/1/15 7:00,15,735.3,762,100,Wind blowing from the north-northwest,2,,,,"Few clouds (10-30%) 180 m, scattered clouds (40-50%) 480 m, broken clouds (60-90%) 2400 m",10.0 and more,15,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/1/15 8:00,15,735.3,762,100,Wind blowing from the west,4,,,,"Few clouds (10-30%) 180 m, scattered clouds (40-50%) 480 m",10.0 and more,15,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/1/15 9:00,16,736.2,762.8,94,Wind blowing from the west-northwest,4,,Light rain,,"Scattered clouds (40-50%) 180 m, broken clouds (60-90%) 480 m",6,15,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/1/15 10:00,17,736.2,762.8,94,Wind blowing from the north-west,5,,,,"Few clouds (10-30%) 180 m, broken clouds (60-90%) 480 m",8,16,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/1/15 11:00,18,735.6,762,73,Wind blowing from the north,6,,,,Broken clouds (60-90%) 480 m,10.0 and more,13,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/1/15 12:00,20,735.7,762,56,Wind blowing from the north,6,,,,Broken clouds (60-90%) 480 m,10.0 and more,11,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/1/15 13:00,20,735,761.2,53,Wind blowing from the north,8,,,,Broken clouds (60-90%) 480 m,10.0 and more,10,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/1/15 14:00,20,735,761.2,53,Wind blowing from the north,6,,,,Scattered clouds (40-50%) 480 m,10.0 and more,10,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/1/15 15:00,20,735,761.2,49,Wind blowing from the north,7,,,,"Scattered clouds (40-50%) 480 m, scattered clouds (40-50%) 6000 m",10.0 and more,9,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/1/15 16:00,20,735,761.2,53,Wind blowing from the north,6,,,,"Scattered clouds (40-50%) 480 m, scattered clouds (40-50%) 6000 m",10.0 and more,10,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/1/15 17:00,19,734.9,761.2,56,Wind blowing from the north,8,,,,"Scattered clouds (40-50%) 480 m, scattered clouds (40-50%) 6000 m",10.0 and more,10,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/1/15 18:00,17,734.7,761.2,64,Wind blowing from the north,5,,,,"Scattered clouds (40-50%) 480 m, scattered clouds (40-50%) 6000 m",10.0 and more,10,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/2/15 6:00,10,735.6,762.8,88,Wind blowing from the east,1,,,,Scattered clouds (40-50%) 480 m,10.0 and more,8,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/2/15 7:00,10,735.6,762.8,88,Wind blowing from the east-southeast,1,,,,Scattered clouds (40-50%) 480 m,10.0 and more,8,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/2/15 8:00,12,736.5,763.5,88,Wind blowing from the east,2,,,,Scattered clouds (40-50%) 480 m,10.0 and more,10,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/2/15 9:00,16,736.8,763.5,72,Wind blowing from the south-west,2,,,,Few clouds (10-30%) 480 m,10.0 and more,11,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/2/15 10:00,18,737,763.5,64,Wind blowing from the west,2,,,,Scattered clouds (40-50%) 480 m,10.0 and more,11,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/2/15 11:00,19,737.1,763.5,56,Wind blowing from the north-northwest,2,,,,Broken clouds (60-90%) 480 m,10.0 and more,10,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/2/15 12:00,20,736.5,762.8,43,Wind blowing from the north-northwest,5,,,,Broken clouds (60-90%) 480 m,10.0 and more,7,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/2/15 13:00,21,735.8,762,43,Wind blowing from the north-northwest,5,,,,Broken clouds (60-90%) 480 m,10.0 and more,8,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/2/15 14:00,21,735.8,762,43,Wind blowing from the north-northwest,5,,,,Broken clouds (60-90%) 480 m,10.0 and more,8,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/2/15 15:00,21,735.8,762,43,Wind blowing from the north-northwest,4,,,,Broken clouds (60-90%) 480 m,10.0 and more,8,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/2/15 16:00,20,735.7,762,46,Wind blowing from the north-northwest,4,,,,Scattered clouds (40-50%) 480 m,10.0 and more,8,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/2/15 17:00,20,735.7,762,49,Wind blowing from the north-northwest,4,,,,Few clouds (10-30%) 480 m,10.0 and more,9,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/2/15 18:00,19,736.4,762.8,56,Wind blowing from the north,4,,,,Few clouds (10-30%) 480 m,10.0 and more,10,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/3/15 6:00,11,738.6,765.8,88,Wind blowing from the east,3,,,,No Significant Clouds,10.0 and more,9,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/3/15 7:00,10,738.5,765.8,88,Wind blowing from the south-east,2,,,,No Significant Clouds,10.0 and more,8,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/3/15 8:00,12,738.7,765.8,88,Wind blowing from the east,2,,,,No Significant Clouds,10.0 and more,10,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/3/15 9:00,16,737.6,764.3,72,Wind blowing from the south-east,1,,,,No Significant Clouds,10.0 and more,11,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/3/15 10:00,18,739.2,765.8,64,Wind blowing from the south-west,2,,,,No Significant Clouds,10.0 and more,11,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/3/15 11:00,19,739.3,765.8,56,Wind blowing from the north-northwest,1,,,,No Significant Clouds,10.0 and more,10,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/3/15 12:00,21,738.7,765,46,Wind blowing from the north-northwest,2,,,,No Significant Clouds,10.0 and more,9,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/3/15 13:00,23,738.2,764.3,36,Wind blowing from the north-northeast,2,,,,No Significant Clouds,10.0 and more,7,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/3/15 14:00,25,737.6,763.5,28,Wind blowing from the north-west,4,,,,No Significant Clouds,10.0 and more,5,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/3/15 15:00,25,736.9,762.8,34,Wind blowing from the north-northeast,6,,,,No Significant Clouds,10.0 and more,8,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/3/15 16:00,23,736.8,762.8,38,Wind blowing from the north-northeast,6,,,,No Significant Clouds,10.0 and more,8,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/3/15 18:00,20,737.2,763.5,49,Wind blowing from the north-northeast,5,,,,No Significant Clouds,10.0 and more,9,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/4/15 6:00,10,738.5,765.8,88,Wind blowing from the east,3,,,,No Significant Clouds,10.0 and more,8,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/4/15 7:00,10,731.9,759,88,Wind blowing from the south-southwest,1,,,,No Significant Clouds,10.0 and more,8,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/4/15 8:00,12,739.4,766.6,82,Wind blowing from the east,2,,,,No Significant Clouds,10.0 and more,9,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/4/15 9:00,16,739.8,766.6,72,Wind blowing from the north-northeast,1,,,,No Significant Clouds,10.0 and more,11,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/4/15 10:00,17,739.9,766.6,73,Wind blowing from the west-southwest,1,,,,No Significant Clouds,10.0 and more,12,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/4/15 11:00,19,739.3,765.8,60,Wind blowing from the south-west,2,,,,No Significant Clouds,10.0 and more,11,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/4/15 12:00,21,738.7,765,46,Wind blowing from the west-northwest,2,,,,No Significant Clouds,10.0 and more,9,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/4/15 13:00,23,738.2,764.3,38,Wind blowing from the west-northwest,2,,,,No Significant Clouds,10.0 and more,8,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/4/15 14:00,25,737.6,763.5,32,Wind blowing from the west-southwest,2,,,,No Significant Clouds,10.0 and more,7,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/4/15 15:00,26,737,762.8,30,Wind blowing from the north-west,3,,,,No Significant Clouds,10.0 and more,7,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/4/15 18:00,20,737.2,763.5,69,Wind blowing from the north,5,,,,Few clouds (10-30%) 480 m,10.0 and more,14,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/5/15 6:00,11,737.8,765,88,Wind blowing from the east,3,,,,No Significant Clouds,10.0 and more,9,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/5/15 7:00,11,737.8,765,88,Wind blowing from the east,4,,,,Few clouds (10-30%) 180 m,10.0 and more,9,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/5/15 8:00,13,738.8,765.8,88,Wind blowing from the east,3,,,,Few clouds (10-30%) 180 m,10.0 and more,11,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/5/15 8:30,15,739,765.8,82,Wind blowing from the east-southeast,3,,,,Broken clouds (60-90%) 180 m,8,12,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/5/15 9:00,16,739,765.8,83,Wind blowing from the east-southeast,2,,,,Broken clouds (60-90%) 180 m,8,13,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/5/15 10:00,18,739.2,765.8,83,Wind blowing from the south,1,,,,Scattered clouds (40-50%) 480 m,8,15,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/5/15 11:00,20,738.6,765,73,Wind blowing from the south-west,1,,,,No Significant Clouds,10.0 and more,15,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/5/15 12:00,22,738.1,764.3,57,Wind blowing from the south-west,1,,,,No Significant Clouds,10.0 and more,13,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/5/15 13:00,24,737.5,763.5,50,Wind blowing from the west,1,,,,No Significant Clouds,10.0 and more,13,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/5/15 14:00,25,736.2,762,44,Wind blowing from the north-west,2,,,,No Significant Clouds,10.0 and more,12,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/5/15 15:00,27,736.3,762,37,Wind blowing from the north-west,2,,,,No Significant Clouds,10.0 and more,11,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/5/15 16:00,27,736.3,762,45,Wind blowing from the west-northwest,5,,,,No Significant Clouds,10.0 and more,14,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/5/15 17:00,25,736.2,762,54,Wind blowing from the west-northwest,5,,,,No Significant Clouds,10.0 and more,15,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/5/15 18:00,22,736.7,762.8,65,Wind blowing from the west-northwest,5,,,,No Significant Clouds,10.0 and more,15,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/6/15 6:00,14,737.4,764.3,82,Wind blowing from the east,4,,,,No Significant Clouds,10.0 and more,11,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/6/15 7:00,14,737.4,764.3,77,Wind blowing from the east-northeast,3,,,,No Significant Clouds,10.0 and more,10,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/6/15 8:00,16,737.6,764.3,63,Wind blowing from the east-northeast,3,,,,No Significant Clouds,10.0 and more,9,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/6/15 9:00,20,738,764.3,46,Wind blowing from the east,2,,,,No Significant Clouds,10.0 and more,8,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/6/15 10:00,24,738.3,764.3,39,Wind blowing from the south-southeast,1,,,,No Significant Clouds,10.0 and more,9,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/6/15 11:00,27,737.8,763.5,30,Wind blowing from the south-west,1,,,,No Significant Clouds,10.0 and more,8,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/6/15 12:00,28,737.9,763.5,28,Wind blowing from the west,2,,,,No Significant Clouds,10.0 and more,8,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/6/15 13:00,30,737.4,762.8,22,Wind blowing from the north-west,2,,,,No Significant Clouds,10.0 and more,6,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/6/15 14:00,32,736.8,762,15,Wind blowing from the west,2,,,,No Significant Clouds,10.0 and more,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/6/15 15:00,33,736.1,761.2,14,Wind blowing from the west-southwest,2,,,,No Significant Clouds,10.0 and more,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/6/15 16:00,31,735.9,761.2,27,Wind blowing from the north-west,5,,,,No Significant Clouds,10.0 and more,10,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/6/15 17:00,29,736.5,762,37,Wind blowing from the west-northwest,5,,,,No Significant Clouds,10.0 and more,13,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/6/15 18:00,24,736.9,762.8,61,Wind blowing from the west,5,,,,No Significant Clouds,10.0 and more,16,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/7/15 6:00,15,737.5,764.3,55,Wind blowing from the east,4,,,,No Significant Clouds,10.0 and more,6,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/7/15 7:00,17,737.7,764.3,42,Wind blowing from the east,2,,,,No Significant Clouds,10.0 and more,4,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/7/15 8:00,19,737.9,764.3,37,Wind blowing from the east,5,,,,No Significant Clouds,10.0 and more,4,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/7/15 9:00,24,738.3,764.3,29,Wind blowing from the east,5,,,,No Significant Clouds,10.0 and more,5,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/7/15 10:00,28,737.9,763.5,21,Wind blowing from the south-east,7,,,,No Significant Clouds,10.0 and more,4,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/7/15 11:00,30,738,763.5,19,Wind blowing from the south-east,6,,,,No Significant Clouds,10.0 and more,4,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/7/15 12:00,31,738.1,763.5,18,Wind blowing from the south-east,7,12,,,No Significant Clouds,10.0 and more,4,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/7/15 13:00,31,737.4,762.8,17,Wind blowing from the south-southeast,7,12,,,No Significant Clouds,10.0 and more,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/7/15 14:00,32,736.8,762,16,Wind blowing from the south-southeast,6,11,,,No Significant Clouds,10.0 and more,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/7/15 15:00,32,736.8,762,17,Wind blowing from the south-southeast,4,11,,,No Significant Clouds,10.0 and more,4,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/7/15 16:00,32,736.8,762,17,Wind blowing from the south-southeast,5,,,,No Significant Clouds,10.0 and more,4,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/7/15 17:00,31,736.7,762,17,Wind blowing from the south-southeast,5,,,,No Significant Clouds,10.0 and more,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/7/15 18:00,29,736.5,762,20,Wind blowing from the south-southeast,4,,,,No Significant Clouds,10.0 and more,4,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/8/15 6:00,21,738.7,765,35,Wind blowing from the east,6,,,,No Significant Clouds,10.0 and more,5,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/8/15 7:00,21,739.5,765.8,35,Wind blowing from the east,6,,,,No Significant Clouds,10.0 and more,5,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/8/15 8:00,23,740.4,766.6,31,Wind blowing from the east,6,,,,No Significant Clouds,10.0 and more,5,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/8/15 9:00,26,740.7,766.6,26,Wind blowing from the east-southeast,7,,,,No Significant Clouds,10.0 and more,5,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/8/15 10:00,27,740.8,766.6,24,Wind blowing from the south-east,8,,,,No Significant Clouds,10.0 and more,5,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/8/15 11:00,28,740.9,766.6,25,Wind blowing from the south-east,8,14,,,No Significant Clouds,10.0 and more,6,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/8/15 12:00,28,740.9,766.6,23,Wind blowing from the south-east,8,,,,No Significant Clouds,10.0 and more,5,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/8/15 13:00,29,739.4,765,22,Wind blowing from the south-east,8,,,,No Significant Clouds,10.0 and more,5,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/8/15 14:00,30,739.5,765,20,Wind blowing from the south-east,7,,,,No Significant Clouds,10.0 and more,5,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/8/15 15:00,29,739.4,765,22,Wind blowing from the south-southeast,5,,,,No Significant Clouds,10.0 and more,5,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/8/15 16:00,29,739.4,765,22,Wind blowing from the south-east,6,,,,No Significant Clouds,10.0 and more,5,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/8/15 17:00,29,739.4,765,20,Wind blowing from the south-southeast,4,,,,No Significant Clouds,10.0 and more,4,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/8/15 18:00,27,740,765.8,24,Wind blowing from the south-southeast,4,,,,No Significant Clouds,10.0 and more,5,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/9/15 6:00,17,742.8,769.6,49,Wind blowing from the east,5,,,,No Significant Clouds,10.0 and more,6,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/9/15 7:00,17,743.6,770.4,49,Wind blowing from the east-southeast,4,,,,No Significant Clouds,10.0 and more,6,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/9/15 8:00,19,743.8,770.4,43,Wind blowing from the east,5,,,,No Significant Clouds,10.0 and more,6,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/9/15 9:00,22,744,770.4,36,Wind blowing from the east,5,,,,No Significant Clouds,10.0 and more,6,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/9/15 10:00,25,744.3,770.4,28,Wind blowing from the south-east,8,,,,No Significant Clouds,10.0 and more,5,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/9/15 11:00,26,743.6,769.6,26,Wind blowing from the east-southeast,7,,,,No Significant Clouds,10.0 and more,5,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/9/15 12:00,27,743.7,769.6,23,Wind blowing from the south-east,7,,,,No Significant Clouds,10.0 and more,4,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/9/15 13:00,27,743,768.9,24,Wind blowing from the east-southeast,5,,,,No Significant Clouds,10.0 and more,5,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/9/15 14:00,28,741.5,767.3,21,Wind blowing from the east,2,,,,Few clouds (10-30%) 600 m,10.0 and more,4,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/9/15 15:00,28,741.5,767.3,21,Wind blowing from the north,1,,,,Few clouds (10-30%) 600 m,10.0 and more,4,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/9/15 16:00,28,741.5,767.3,23,Wind blowing from the west,2,,,,Few clouds (10-30%) 600 m,10.0 and more,5,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/9/15 17:00,27,741.5,767.3,32,Wind blowing from the north,6,,,,Few clouds (10-30%) 600 m,10.0 and more,9,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/9/15 18:00,25,741.3,767.3,34,Wind blowing from the north-northeast,5,,,,Few clouds (10-30%) 600 m,10.0 and more,8,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/10/15 6:00,20,741.6,768.1,35,Wind blowing from the east-southeast,6,,,,No Significant Clouds,10.0 and more,4,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/10/15 7:00,18,742.2,768.9,40,Wind blowing from the east,6,,,,No Significant Clouds,10.0 and more,4,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/10/15 8:00,21,742.5,768.9,35,Wind blowing from the east-southeast,6,,,,No Significant Clouds,10.0 and more,5,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/10/15 9:00,23,742.7,768.9,29,Wind blowing from the east,6,,,,No Significant Clouds,10.0 and more,4,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/10/15 10:00,25,742.8,768.9,28,Wind blowing from the east-southeast,8,,,,No Significant Clouds,10.0 and more,5,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/10/15 11:00,26,742.9,768.9,24,Wind blowing from the east-southeast,7,,,,No Significant Clouds,10.0 and more,4,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/10/15 12:00,27,741.5,767.3,21,Wind blowing from the east-southeast,8,,,,No Significant Clouds,10.0 and more,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/10/15 13:00,28,740.9,766.6,20,Wind blowing from the south-east,6,,,,No Significant Clouds,10.0 and more,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/10/15 14:00,28,740.1,765.8,20,Wind blowing from the east,5,,,,No Significant Clouds,10.0 and more,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/10/15 15:00,29,739.4,765,16,Wind blowing from the east-southeast,3,,,,No Significant Clouds,10.0 and more,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/10/15 16:00,29,739.4,765,18,Wind blowing from the south-southeast,3,,,,No Significant Clouds,10.0 and more,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/10/15 17:00,25,739.8,765.8,28,Wind blowing from the north-northeast,8,,,,No Significant Clouds,10.0 and more,5,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/10/15 18:00,24,739.8,765.8,31,Wind blowing from the north-northeast,5,,,,No Significant Clouds,10.0 and more,6,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/11/15 6:00,17,739.9,766.6,45,Wind blowing from the east-southeast,6,,,,No Significant Clouds,10.0 and more,5,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/11/15 7:00,17,739.9,766.6,45,Wind blowing from the east-southeast,5,,,,No Significant Clouds,10.0 and more,5,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/11/15 8:00,19,740.1,766.6,40,Wind blowing from the east,4,,,,No Significant Clouds,10.0 and more,5,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/11/15 9:00,23,740.4,766.6,31,Wind blowing from the east,5,,,,No Significant Clouds,10.0 and more,5,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/11/15 10:00,25,740.6,766.6,26,Wind blowing from the east-southeast,8,,,,No Significant Clouds,10.0 and more,4,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/11/15 11:00,26,739.9,765.8,24,Wind blowing from the east-southeast,9,,,,No Significant Clouds,10.0 and more,4,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/11/15 12:00,27,739.2,765,21,Wind blowing from the south-east,8,,,,No Significant Clouds,10.0 and more,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/11/15 13:00,28,738.6,764.3,20,Wind blowing from the east-southeast,7,12,,,No Significant Clouds,10.0 and more,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/11/15 14:00,28,737.9,763.5,17,Wind blowing from the east-southeast,6,,,,No Significant Clouds,10.0 and more,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/11/15 15:00,29,737.3,762.8,16,Wind blowing from the east-southeast,3,9,,,No Significant Clouds,10.0 and more,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/11/15 16:00,29,737.3,762.8,16,Wind blowing from the south-east,6,,,,No Significant Clouds,10.0 and more,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/11/15 17:00,28,737.2,762.8,19,Wind blowing from the south-southeast,5,,,,No Significant Clouds,10.0 and more,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/11/15 18:00,26,737,762.8,20,Wind blowing from the south,2,,,,No Significant Clouds,10.0 and more,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/12/15 6:00,19,738.5,765,28,Wind blowing from the east,6,,,,No Significant Clouds,10.0 and more,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/12/15 7:00,19,738.5,765,30,Wind blowing from the east,7,,,,No Significant Clouds,10.0 and more,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/12/15 8:00,20,738.6,765,28,Wind blowing from the east,7,,,,No Significant Clouds,10.0 and more,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/12/15 9:00,25,739.1,765,22,Wind blowing from the east,8,,,,No Significant Clouds,10.0 and more,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/12/15 10:00,25,739.8,765.8,22,Wind blowing from the east-southeast,9,,,,No Significant Clouds,10.0 and more,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/12/15 11:00,26,739.2,765,21,Wind blowing from the south-east,9,,,,No Significant Clouds,10.0 and more,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/12/15 12:00,27,739.2,765,20,Wind blowing from the south-east,5,,,,No Significant Clouds,10.0 and more,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/12/15 13:00,27,738.6,764.3,20,Wind blowing from the south-southeast,8,,,,No Significant Clouds,10.0 and more,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/12/15 14:00,27,737.8,763.5,20,Wind blowing from the south-east,5,,,,No Significant Clouds,10.0 and more,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/12/15 15:00,28,737.9,763.5,17,Wind blowing from the south-southeast,4,,,,No Significant Clouds,10.0 and more,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/12/15 16:00,28,737.9,763.5,16,Wind blowing from the south-southeast,5,,,,No Significant Clouds,10.0 and more,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/12/15 17:00,27,737.8,763.5,18,Wind blowing from the south-east,2,,,,No Significant Clouds,10.0 and more,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
