Local time in Sidi Ifni,T,Po,P,Pa,U,DD,Ff,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
2015-08-03 18:00:00,23.3,757.4,762.5,-0.5,67.0,Wind blowing from the north-east,7.0,40%, ,,,,23.5,Stratocumulus other than Stratocumulus cumulogenitus.,"10%  or less, but not 0",300-600,Altocumulus castellanus or floccus.,"No Cirrus, Cirrocumulus or Cirrostratus.",8.0,16.8,,,,,,
2015-08-04 06:00:00,19.9,755.8,760.9,,87.0,Wind blowing from the south-west,3.0,70 - 80%, ,,,19.8,,Stratocumulus other than Stratocumulus cumulogenitus.,70 - 80%,300-600,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",6.0,17.7,,,,,,
2015-08-04 09:00:00,20.1,756.2,761.3,0.4,85.0,Wind blowing from the west-southwest,4.0,"90  or more, but not 100%", ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,"90  or more, but not 100%",200-300,,,6.0,17.5,,,,,,
2015-08-04 12:00:00,21.5,756.1,761.2,-0.1,79.0,Wind blowing from the west-southwest,5.0,"90  or more, but not 100%", ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,"90  or more, but not 100%",200-300,,,6.0,17.6,,,,,,
2015-08-04 15:00:00,23.0,755.5,760.6,-0.6,71.0,Wind blowing from the west-southwest,4.0,60%, ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,60%,300-600,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",5.0,17.5,,,,,,
2015-08-04 18:00:00,21.8,755.0,760.1,-0.5,77.0,Wind blowing from the north,2.0,40%, ,,,,23.2,Stratocumulus other than Stratocumulus cumulogenitus.,40%,300-600,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",6.0,17.5,,,,,,
2015-08-05 06:00:00,20.2,754.0,759.1,,87.0,Wind blowing from the south-southwest,3.0,100%, ,,,20.0,,Stratocumulus other than Stratocumulus cumulogenitus.,100%,200-300,,,5.0,17.9,,,,,,
2015-08-05 09:00:00,20.8,754.4,759.5,0.4,87.0,Wind blowing from the west-southwest,3.0,100%, ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,100%,300-600,,,6.0,18.5,,,,,,
2015-08-05 12:00:00,22.0,754.3,759.4,-0.1,88.0,Wind blowing from the west,4.0,100%, ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,100%,200-300,,,5.0,19.9,,,,,,
2015-08-05 15:00:00,23.3,753.2,758.3,-1.1,75.0,Wind blowing from the west-southwest,3.0,"90  or more, but not 100%", ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,"90  or more, but not 100%",300-600,,,6.0,18.7,,,,,,
2015-08-05 18:00:00,22.1,752.8,757.9,-0.4,82.0,Wind blowing from the north-northeast,4.0,70 - 80%, ,,,,23.4,Stratocumulus other than Stratocumulus cumulogenitus.,70 - 80%,300-600,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",6.0,18.9,,,,,,
2015-08-06 06:00:00,20.7,753.2,758.3,,85.0,Wind blowing from the south-southwest,3.0,100%, ,,,19.8,,Stratocumulus other than Stratocumulus cumulogenitus.,100%,300-600,,,5.0,18.1,,,,,,
2015-08-06 09:00:00,22.0,753.7,758.8,0.5,80.0,Wind blowing from the west-southwest,2.0,"90  or more, but not 100%", ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,"90  or more, but not 100%",300-600,,,5.0,18.3,,,,,,
2015-08-06 12:00:00,24.6,753.8,758.8,0.1,72.0,Wind blowing from the west,2.0,70 - 80%, ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,70 - 80%,300-600,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",5.0,19.1,,,,,,
2015-08-06 15:00:00,24.5,753.5,758.5,-0.3,72.0,Wind blowing from the west,3.0,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,,,,,,4.5,19.2,,,,,,
2015-08-06 18:00:00,25.5,752.4,757.4,-1.1,69.0,Wind blowing from the south-southwest,1.0,100%, ,,,,25.8,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",100%,"2500 or more, or no clouds.","Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.",,5.0,19.3,,,,,,
2015-08-07 06:00:00,26.1,752.3,757.3,,59.0,Wind blowing from the north-east,2.0,70 - 80%, ,,,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",70 - 80%,"2500 or more, or no clouds.","Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",6.0,17.5,9.0,24.0,,,,
2015-08-07 09:00:00,23.1,755.1,760.2,2.8,79.0,Wind blowing from the north-east,5.0,100%,Clouds generally dissolving or becoming less developed. ,Thunderstorm(s) with or without precipitation.,Shower(s).,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",100%,"2500 or more, or no clouds.","Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.",,5.0,19.3,,,,,,
2015-08-07 12:00:00,27.4,754.8,759.8,-0.3,67.0,Wind blowing from the east,4.0,100%,"Rain, not freezing, continuous, slight at time of observation. ",Thunderstorm(s) with or without precipitation.,Shower(s).,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",100%,"2500 or more, or no clouds.","Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.",,5.0,20.7,8.0,6.0,,,,
2015-08-07 15:00:00,26.1,754.4,759.4,-0.4,74.0,Wind blowing from the north-northeast,2.0,100%,State of sky on the whole unchanged. ,Rain.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",100%,"2500 or more, or no clouds.","Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.",,5.0,21.1,,,,,,
2015-08-07 18:00:00,28.0,753.4,758.4,-1.0,56.0,Wind blowing from the east,3.0,"90  or more, but not 100%",State of sky on the whole unchanged. ,Rain.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,,32.0,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.","90  or more, but not 100%","2500 or more, or no clouds.","Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.",,5.0,18.5,9.0,12.0,,,,
2015-08-08 06:00:00,20.7,754.1,759.2,,88.0,Wind blowing from the south-west,4.0,70 - 80%, ,,,20.5,,"Stratus nebulosus or Stratus fractus other than of bad weather, or both.","10%  or less, but not 0",300-600,Altocumulus castellanus or floccus.,"No Cirrus, Cirrocumulus or Cirrostratus.",5.0,18.7,9.0,24.0,,,,
2015-08-08 09:00:00,22.0,754.3,759.4,0.2,83.0,Wind blowing from the west-southwest,2.0,"90  or more, but not 100%",Mist. ,Cloud covering more than 1/2 of the sky throughout the appropriate period.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.","90  or more, but not 100%","2500 or more, or no clouds.",Altocumulus translucidus at a single level.,,4.0,19.0,,,,,,
2015-08-08 12:00:00,22.1,754.4,759.5,0.1,83.0,Wind blowing from the west-southwest,4.0,50%, ,,,,,"Stratus nebulosus or Stratus fractus other than of bad weather, or both.","10%  or less, but not 0",300-600,Altocumulus translucidus at a single level.,"No Cirrus, Cirrocumulus or Cirrostratus.",5.0,19.1,,,,,,
2015-08-08 15:00:00,24.5,754.4,759.4,0.0,72.0,Wind blowing from the west-southwest,3.0,"10%  or less, but not 0", ,,,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.","10%  or less, but not 0","2500 or more, or no clouds.",Altocumulus translucidus at a single level.,"No Cirrus, Cirrocumulus or Cirrostratus.",6.0,19.2,,,,,,
2015-08-08 18:00:00,22.0,754.3,759.4,-0.1,84.0,Wind blowing from the west,2.0,60%, ,,,,24.9,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.","10%  or less, but not 0","2500 or more, or no clouds.",Altocumulus translucidus at a single level.,"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.",5.0,19.1,,,,,,
2015-08-09 06:00:00,19.4,754.3,759.4,,100.0,Wind blowing from the south-southwest,2.0,40%,"Fog or ice fog, sky visible, has begun or has become thicker during the preceding hour. ",,,19.3,,"Stratus nebulosus or Stratus fractus other than of bad weather, or both.",40%,200-300,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",0.8,19.4,,,,,,
2015-08-09 09:00:00,19.9,755.8,760.9,1.5,91.0,Wind blowing from the south-southwest,2.0,70 - 80%,Mist. ,Fog or ice fog or thick haze.,Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",70 - 80%,"2500 or more, or no clouds.",Altocumulus castellanus or floccus.,"No Cirrus, Cirrocumulus or Cirrostratus.",3.0,18.4,,,,,,
2015-08-09 12:00:00,23.0,756.9,762.0,1.1,77.0,Wind blowing from the west,2.0,60%, ,,,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",60%,"2500 or more, or no clouds.",Altocumulus castellanus or floccus.,"No Cirrus, Cirrocumulus or Cirrostratus.",6.0,18.7,,,,,,
2015-08-09 15:00:00,27.8,755.2,760.2,-1.7,62.0,Wind blowing from the north-northeast,4.0,50%, ,,,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",50%,"2500 or more, or no clouds.","Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",6.0,19.8,,,,,,
2015-08-09 18:00:00,30.7,754.7,759.6,-0.5,49.0,Wind blowing from the north-east,5.0,70 - 80%,Clouds generally forming or developing. ,Rain.,Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.,,31.1,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",70 - 80%,"2500 or more, or no clouds.",Altocumulus castellanus or floccus.,"No Cirrus, Cirrocumulus or Cirrostratus.",7.0,18.9,Trace of precipitation,12.0,,,,
2015-08-10 06:00:00,27.2,755.6,760.6,,59.0,Wind blowing from the south-southeast,4.0,100%,Cloud development not observed or not observable. ,Thunderstorm(s) with or without precipitation.,,22.4,,"Cumulonimbus calvus, with or without Cumulus, Stratocumulus or Stratus.","10%  or less, but not 0",600-1000,Altocumulus castellanus or floccus.,,6.0,18.4,Trace of precipitation,24.0,,,,
2015-08-10 09:00:00,27.6,755.7,760.7,0.1,59.0,Wind blowing from the north-northwest,2.0,"90  or more, but not 100%", ,,,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.","90  or more, but not 100%",2000-2500,"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.",,6.0,18.9,,,,,,
2015-08-10 12:00:00,30.3,756.2,761.2,0.5,49.0,Wind blowing from the east-northeast,4.0,50%, ,,,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",50%,2000-2500,Altocumulus translucidus at a single level.,"No Cirrus, Cirrocumulus or Cirrostratus.",6.0,18.4,,,,,,
2015-08-10 15:00:00,26.7,755.7,760.7,-0.5,65.0,Wind blowing from the north-northwest,2.0,40%, ,,,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",40%,"2500 or more, or no clouds.",Altocumulus translucidus at a single level.,"No Cirrus, Cirrocumulus or Cirrostratus.",7.0,19.6,,,,,,
2015-08-10 18:00:00,26.4,755.6,760.6,-0.1,65.0,Wind blowing from the north-east,2.0,40%, ,,,,33.8,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",40%,"2500 or more, or no clouds.",Altocumulus translucidus at a single level.,"No Cirrus, Cirrocumulus or Cirrostratus.",7.0,19.3,,,,,,
2015-08-11 06:00:00,20.7,754.4,759.5,,86.0,Wind blowing from the south-west,3.0,no clouds, ,,,20.6,,,,,,,6.0,18.3,,,,,,
2015-08-11 09:00:00,23.3,754.3,759.4,-0.1,74.0,Wind blowing from the west,2.0,no clouds, ,,,,,,,,,,6.0,18.4,,,,,,
2015-08-11 12:00:00,25.3,754.9,759.9,0.6,70.0,Wind blowing from the west-southwest,3.0,20-30%, ,,,,,"Stratus nebulosus or Stratus fractus other than of bad weather, or both.",20-30%,300-600,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",6.0,19.5,,,,,,
2015-08-11 15:00:00,24.2,754.5,759.5,-0.4,74.0,Wind blowing from the north-northeast,4.0,no clouds, ,,,,,,,,,,6.0,19.3,,,,,,
2015-08-11 18:00:00,24.4,753.9,758.9,-0.6,74.0,Wind blowing from the north-northeast,5.0,no clouds, ,,,,27.8,,,,,,6.0,19.4,,,,,,
2015-08-12 06:00:00,21.4,754.1,759.2,,89.0,Wind blowing from the south-west,3.0,"90  or more, but not 100%", ,,,21.3,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.","90  or more, but not 100%",2000-2500,"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.",,6.0,19.5,,,,,,
2015-08-12 09:00:00,23.0,755.4,760.5,1.3,70.0,Wind blowing from the west,3.0,"90  or more, but not 100%", ,,,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.","90  or more, but not 100%",2000-2500,Altocumulus castellanus or floccus.,,6.0,17.2,,,,,,
2015-08-12 12:00:00,25.8,756.7,761.7,1.3,62.0,Wind blowing from the west-southwest,3.0,70 - 80%, ,,,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",70 - 80%,2000-2500,"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",6.0,17.9,,,,,,
2015-08-12 15:00:00,28.2,755.6,760.6,-1.1,59.0,Wind blowing from the west-southwest,2.0,70 - 80%, ,,,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",70 - 80%,2000-2500,"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",6.0,19.4,,,,,,
2015-08-12 18:00:00,26.0,759.4,764.4,3.8,63.0,Wind blowing from the west-southwest,8.0,100%,"Thunderstorm, but no precipitation at the time of observation. ",Thunderstorm(s) with or without precipitation.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,,30.3,"Cumulonimbus capillatus (often with an anvil), with or without Cumulonimbus calvus, Cumulus, Stratocumulus, Stratus or pannus.",20-30%,2000-2500,Altocumulus castellanus or floccus.,,6.0,18.4,,,,,,
2015-08-13 06:00:00,31.6,755.7,760.6,,36.0,Wind blowing from the south-east,7.0,100%, ,,,25.7,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",100%,2000-2500,Altocumulus castellanus or floccus.,,6.0,14.7,5.0,24.0,,,,
2015-08-13 09:00:00,26.0,758.5,763.5,2.8,62.0,Wind blowing from the west-southwest,3.0,100%, ,,,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",100%,2000-2500,Altocumulus castellanus or floccus.,,6.0,18.1,,,,,,
2015-08-13 12:00:00,26.6,761.4,766.4,2.9,58.0,Wind blowing from the south-west,12.0,100%, ,,,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",100%,2000-2500,Altocumulus castellanus or floccus.,,6.0,17.7,,,,,,
2015-08-13 15:00:00,24.5,761.3,766.4,-0.1,72.0,Wind blowing from the north-northeast,2.0,100%, ,,,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",100%,2000-2500,"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.",,6.0,19.2,,,,,,
2015-08-13 18:00:00,24.6,759.7,764.8,-1.6,67.0,Wind blowing from the north-northeast,6.0,70 - 80%, ,,,,33.6,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",70 - 80%,2000-2500,"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",6.0,18.1,,,,,,
2015-08-14 06:00:00,20.6,757.9,763.0,,87.0,"Calm, no wind",0.0,70 - 80%, ,,,19.2,,"Stratus nebulosus or Stratus fractus other than of bad weather, or both.","10%  or less, but not 0",300-600,"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",6.0,18.3,,,,,,
2015-08-14 09:00:00,22.5,757.7,762.8,-0.2,78.0,Wind blowing from the west-southwest,5.0,50%, ,,,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",50%,"2500 or more, or no clouds.",Altocumulus translucidus at a single level.,"No Cirrus, Cirrocumulus or Cirrostratus.",6.0,18.5,,,,,,
2015-08-14 12:00:00,22.0,758.3,763.4,0.6,80.0,Wind blowing from the west-southwest,4.0,50%, ,,,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",50%,300-600,Altocumulus translucidus at a single level.,"No Cirrus, Cirrocumulus or Cirrostratus.",6.0,18.3,,,,,,
2015-08-14 15:00:00,22.9,757.9,763.0,-0.4,75.0,Wind blowing from the west-northwest,3.0,20-30%, ,,,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",20-30%,"2500 or more, or no clouds.",Altocumulus translucidus at a single level.,"No Cirrus, Cirrocumulus or Cirrostratus.",6.0,18.2,,,,,,
2015-08-14 18:00:00,22.5,757.6,762.7,-0.3,72.0,Wind blowing from the north-northeast,4.0,"10%  or less, but not 0", ,,,,23.3,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.","10%  or less, but not 0","2500 or more, or no clouds.",Altocumulus translucidus at a single level.,"No Cirrus, Cirrocumulus or Cirrostratus.",6.0,17.1,,,,,,
2015-08-15 06:00:00,19.1,757.3,762.5,,83.0,Wind blowing from the west-southwest,2.0,100%, ,,,19.0,,Stratocumulus other than Stratocumulus cumulogenitus.,100%,300-600,,,6.0,16.2,,,,,,
2015-08-15 09:00:00,20.1,757.6,762.7,0.3,78.0,Wind blowing from the west-southwest,4.0,70 - 80%, ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,70 - 80%,300-600,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",6.0,16.1,,,,,,
2015-08-15 12:00:00,21.5,757.6,762.7,0.0,72.0,Wind blowing from the west,5.0,40%, ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,40%,300-600,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",6.0,16.2,,,,,,
2015-08-15 15:00:00,21.7,757.0,762.1,-0.6,70.0,Wind blowing from the north,3.0,"10%  or less, but not 0", ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,"10%  or less, but not 0",300-600,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",7.0,15.9,,,,,,
2015-08-15 18:00:00,21.6,756.7,761.8,-0.3,69.0,Wind blowing from the north-east,6.0,no clouds, ,,,,22.4,,,,,,10.0,15.6,,,,,,
2015-08-16 06:00:00,18.8,756.1,761.2,,82.0,Wind blowing from the west-southwest,2.0,"90  or more, but not 100%", ,,,18.6,,Stratocumulus other than Stratocumulus cumulogenitus.,"90  or more, but not 100%",300-600,,,7.0,15.7,,,,,,
2015-08-16 09:00:00,20.3,756.5,761.6,0.4,75.0,Wind blowing from the west-southwest,4.0,70 - 80%, ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,70 - 80%,300-600,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",7.0,15.7,,,,,,
2015-08-16 12:00:00,21.7,756.7,761.8,0.2,69.0,Wind blowing from the west-southwest,5.0,40%, ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,40%,300-600,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",8.0,15.7,,,,,,
2015-08-16 15:00:00,21.6,756.4,761.5,-0.3,74.0,Wind blowing from the west-northwest,2.0,20-30%, ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,20-30%,300-600,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",8.0,16.8,,,,,,
2015-08-16 18:00:00,21.8,756.1,761.2,-0.3,73.0,Wind blowing from the north-east,4.0,20-30%, ,,,,22.4,Stratocumulus other than Stratocumulus cumulogenitus.,20-30%,300-600,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",8.0,16.7,,,,,,
2015-08-17 06:00:00,19.3,755.4,760.5,,87.0,Wind blowing from the west-southwest,2.0,100%, ,,,19.1,,Stratocumulus other than Stratocumulus cumulogenitus.,100%,300-600,,,6.0,17.1,,,,,,
2015-08-17 09:00:00,20.0,755.5,760.6,0.1,83.0,Wind blowing from the south-west,6.0,100%, ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,100%,300-600,,,6.0,17.0,,,,,,
2015-08-17 12:00:00,21.5,756.1,761.2,0.6,78.0,Wind blowing from the west,4.0,60%, ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,60%,300-600,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",6.0,17.4,,,,,,
